day,mjd,lon,lst,alt_km
2023-02-21,59996.02597610861,122.797,8.8098,591.9
2023-03-03,60006.058512119176,36.909,3.8648,589.6
2023-03-13,60016.09040470025,-48.743,22.9199,603.4
2023-03-23,60026.121598075195,-134.184,17.9727,598.7
2023-04-02,60036.15231986645,140.605,13.0292,586.5
2023-04-12,60046.048757606426,104.693,8.1496,595.9
2023-04-22,60056.68008845712,158.77,2.9066,602.7
2023-05-02,60066.24111888628,-113.936,22.1909,589.7
2023-05-12,60076.26834318791,160.201,17.1201,604.0
2023-05-22,60086.03086253079,175.336,12.4296,602.0
2023-06-01,60096.39317437135,-31.795,7.3164,589.9
2023-06-12,60107.2232117407,-50.718,1.9757,585.4
2023-06-22,60117.25067521143,-134.816,21.0284,597.4
2023-07-02,60127.01041478363,-120.555,16.2127,601.2
2023-07-12,60137.37159384861,32.735,11.1004,586.8
2023-07-22,60147.73247169703,-173.865,5.9882,590.3
2023-08-01,60157.15711447799,-36.495,1.3376,601.7
2023-08-11,60167.049254077814,-70.892,20.4558,593.4
2023-08-21,60177.0079814709,-129.768,15.5402,584.7
2023-08-31,60187.033194247684,146.935,10.592,596.5
2023-09-10,60197.12481942899,39.224,5.6105,599.2
2023-09-20,60207.14925734169,-43.8,0.662,585.5
2023-09-30,60217.03957802851,-77.556,19.7793,588.9
2023-10-10,60227.46385404988,52.494,14.6318,600.6
2023-10-20,60237.0187939238,141.939,9.9134,591.0
2023-11-01,60249.11226170362,18.691,3.9403,584.6
2023-11-11,60259.0002561736,-14.246,23.0564,597.9
2023-11-21,60269.02131961884,-96.079,18.1064,594.7
2023-12-01,60279.24234777629,108.611,13.0569,582.1
2023-12-11,60289.06194742268,100.777,8.2051,590.8
2023-12-21,60299.34878816434,-78.737,3.1217,598.4
2023-12-31,60309.30119262121,-135.381,22.2032,585.5
2024-01-10,60319.18643334083,-167.346,17.3177,584.1
2024-01-20,60329.07110829031,160.89,12.4324,596.9
2024-01-30,60339.15553737844,55.718,7.4473,591.7
2024-02-09,60349.039291771995,24.268,2.5606,580.6
2024-02-19,60359.05607050839,-56.058,21.6084,590.4
2024-02-29,60369.272551495895,150.231,16.5565,596.5
2024-03-10,60379.22149957994,94.813,11.6367,583.0
2024-03-20,60389.23680573883,15.001,6.6834,582.9
2024-03-30,60399.18470883927,-40.052,1.7627,595.7
2024-04-09,60409.198778427664,-119.429,20.8086,589.3
2024-04-19,60419.21248023556,161.327,15.8546,579.1
2024-04-29,60429.49231087178,-15.712,10.7678,589.9
2024-05-09,60439.17068311796,28.23,5.9784,593.8
2024-05-19,60449.0485863325,-1.152,1.089,580.4
2024-05-29,60459.25939740114,-152.867,20.0342,582.2
2024-06-08,60469.0693691524,-157.311,15.1773,594.1
2024-06-18,60479.61206399225,-72.332,9.8673,580.2
2024-06-28,60489.622274160305,-149.003,5.0009,577.4
2024-07-08,60499.29743061828,-103.925,0.21,589.0
2024-07-19,60510.37321762538,146.51,18.7246,590.2
2024-08-18,60540.26167461402,-34.153,4.0032,590.1
2024-08-29,60551.39991056998,-168.025,22.3961,579.5
2024-09-08,60561.00389810594,-96.907,17.6329,576.9
2024-09-18,60571.006970208895,-172.432,12.6717,589.0
2024-09-28,60581.60784669246,-108.91,7.3274,577.4
2024-10-08,60591.142151810935,-13.472,2.5133,583.1
2024-10-18,60601.1436369949,-85.767,21.7294,582.3
2024-10-28,60611.20925893999,175.662,16.7327,588.2
2024-11-07,60621.00698715867,175.496,11.8673,575.3
2024-11-27,60641.063424012034,-3.704,1.275,584.6
2024-12-07,60651.127850787736,-91.585,20.9627,580.2
2024-12-17,60661.054333606095,-139.796,15.9842,570.3
2024-12-27,60671.04743729247,148.175,11.0167,579.9
2025-01-06,60681.03957041641,76.507,6.0499,584.2
2025-01-16,60691.02829136065,1.999,0.8121,575.8
2025-01-26,60701.024445286595,-63.176,20.3749,579.6
2025-02-05,60711.0118555733,-136.886,15.1587,584.2
2025-02-15,60721.200842373735,79.065,10.091,576.0
2025-02-25,60731.056215858436,57.565,5.1868,567.9
2025-03-07,60741.31032503276,-110.423,0.0862,579.4
2025-03-17,60751.02810578206,-84.876,19.0161,570.6
2025-03-27,60761.15028168345,159.158,14.2172,569.9
2025-04-06,60771.27323587023,47.243,9.707,578.0
2025-04-16,60781.05331068431,45.532,4.3149,581.5
2025-04-26,60791.036870469696,-23.12,23.3434,572.4
2025-05-06,60801.0198366563,-91.527,18.374,566.4
2025-05-16,60811.06684133393,173.412,13.165,582.0
2025-05-26,60821.0513669705,107.933,8.4283,576.2
2025-06-05,60831.16598562309,-9.226,3.3686,565.6
2025-06-16,60842.012509573455,-35.043,21.9638,573.1
2025-06-26,60852.06021240345,-127.298,16.9585,579.8
2025-07-06,60862.224666154994,-14.005,4.4583,576.4
2025-07-16,60872.02212786446,97.469,7.0288,568.2
2025-07-26,60882.53480004024,-165.711,1.7876,579.2
2025-08-05,60892.04911312124,-62.007,21.0448,573.7
2025-08-15,60902.02893324766,-129.348,16.071,564.5
2025-08-25,60912.27457402375,65.67,10.9677,574.2
2025-09-04,60922.65089638125,-150.154,5.6111,570.2
2025-09-14,60932.43262719929,-138.064,1.1785,568.6
2025-09-24,60942.0772368383,-85.972,20.1221,567.4
2025-10-04,60952.18773462474,158.615,15.0799,578.1
2025-10-14,60962.36401786331,19.043,10.0059,569.9
2025-10-24,60972.00775099859,75.224,5.2008,562.9
2025-11-03,60982.64799248881,124.609,23.8589,580.3
2025-11-13,60992.29111232171,-178.406,19.093,575.0
2025-11-25,61004.39328498154,54.298,13.0585,561.8
2025-12-07,61016.02927809946,98.289,7.2551,572.1
2025-12-17,61026.00237330758,33.348,2.2801,574.4
2025-12-27,61036.041621267344,-55.896,21.2725,562.6
2026-01-06,61046.01385960657,-120.531,16.2971,565.9
2026-01-16,61056.051997425675,150.618,11.289,575.5
2026-01-26,61066.02325983201,86.328,6.3133,566.5
2026-02-05,61076.060538938225,-2.234,1.3039,560.9
2026-02-15,61086.03085414701,-66.185,20.3279,572.3
2026-02-25,61096.000739508374,-129.993,15.3513,571.7
2026-03-07,61106.03670667426,141.921,10.3422,560.0
2026-03-17,61116.005740697,78.417,5.3653,566.0
2026-03-27,61126.040817451976,-9.368,0.3549,574.0
2026-04-06,61136.008999164966,-72.569,19.3779,563.5
2026-04-16,61146.04330113601,-160.083,14.367,560.8
2026-04-26,61156.01089731632,136.928,9.3899,572.1
2026-05-06,61166.04456780849,49.643,4.379,568.6
2026-05-16,61176.01154879698,-13.137,23.4011,558.6
2026-05-26,61186.04480506951,-100.277,18.3902,567.1
2026-06-05,61196.01131601411,-162.895,13.4117,572.6
2026-06-15,61206.04398715692,110.179,8.4008,560.9
2026-06-25,61216.07643138166,23.325,3.3892,561.2
2026-07-05,61226.10852997513,-63.399,22.3779,572.2
2026-07-15,61236.00748430733,-101.209,17.4322,566.1
2026-07-25,61246.10566158125,147.771,12.3873,558.0
2026-08-04,61256.00422971946,110.104,7.4417,567.9
2026-08-14,61266.035363077695,23.712,2.4294,570.5
2026-08-24,61276.06634835999,-62.619,21.4176,558.9
2026-09-03,61286.03070622734,-124.482,16.4382,562.3
